source_id,series_id,event_time,available_at,observed_value,revision_id
fixture-source,affine_lag-exact-series,2026-02-01T00:00:00Z,2026-02-01T00:30:00Z,5.000000,0
fixture-source,affine_lag-exact-series,2026-02-02T00:00:00Z,2026-02-02T00:30:00Z,5.150000,0
fixture-source,affine_lag-exact-series,2026-02-03T00:00:00Z,2026-02-03T00:30:00Z,5.267000,0
fixture-source,affine_lag-exact-series,2026-02-04T00:00:00Z,2026-02-04T00:30:00Z,5.358260,0
fixture-source,affine_lag-exact-series,2026-02-05T00:00:00Z,2026-02-05T00:30:00Z,5.429443,0
fixture-source,affine_lag-exact-series,2026-02-06T00:00:00Z,2026-02-06T00:30:00Z,5.484965,0
fixture-source,affine_lag-exact-series,2026-02-07T00:00:00Z,2026-02-07T00:30:00Z,5.528273,0
fixture-source,affine_lag-exact-series,2026-02-08T00:00:00Z,2026-02-08T00:30:00Z,5.562053,0
fixture-source,affine_lag-exact-series,2026-02-09T00:00:00Z,2026-02-09T00:30:00Z,5.588401,0
fixture-source,affine_lag-exact-series,2026-02-10T00:00:00Z,2026-02-10T00:30:00Z,5.608953,0
fixture-source,affine_lag-exact-series,2026-02-11T00:00:00Z,2026-02-11T00:30:00Z,5.624983,0
fixture-source,affine_lag-exact-series,2026-02-12T00:00:00Z,2026-02-12T00:30:00Z,5.637487,0
fixture-source,affine_lag-exact-series,2026-02-13T00:00:00Z,2026-02-13T00:30:00Z,5.647240,0
fixture-source,affine_lag-exact-series,2026-02-14T00:00:00Z,2026-02-14T00:30:00Z,5.654847,0
fixture-source,affine_lag-exact-series,2026-02-15T00:00:00Z,2026-02-15T00:30:00Z,5.660781,0
fixture-source,affine_lag-exact-series,2026-02-16T00:00:00Z,2026-02-16T00:30:00Z,5.665409,0
fixture-source,affine_lag-exact-series,2026-02-17T00:00:00Z,2026-02-17T00:30:00Z,5.669019,0
fixture-source,affine_lag-exact-series,2026-02-18T00:00:00Z,2026-02-18T00:30:00Z,5.671835,0
fixture-source,affine_lag-exact-series,2026-02-19T00:00:00Z,2026-02-19T00:30:00Z,5.674031,0
fixture-source,affine_lag-exact-series,2026-02-20T00:00:00Z,2026-02-20T00:30:00Z,5.675744,0
fixture-source,affine_lag-exact-series,2026-02-21T00:00:00Z,2026-02-21T00:30:00Z,5.677081,0
fixture-source,affine_lag-exact-series,2026-02-22T00:00:00Z,2026-02-22T00:30:00Z,5.678123,0
fixture-source,affine_lag-exact-series,2026-02-23T00:00:00Z,2026-02-23T00:30:00Z,5.678936,0
fixture-source,affine_lag-exact-series,2026-02-24T00:00:00Z,2026-02-24T00:30:00Z,5.679570,0
