source_id,series_id,event_time,available_at,observed_value,revision_id,change,change_percent,close,high,low,open,symbol,volume,vwap
financial_modeling_prep,GLD,2021-04-19T00:00:00Z,2021-04-19T21:00:00Z,165.89,0,-0.02,-0.01205473,165.89,166.44,165.72,165.91,GLD,5836595,166.02
financial_modeling_prep,GLD,2021-04-20T00:00:00Z,2021-04-20T21:00:00Z,166.48,0,0.83,0.50106,166.48,166.81,165.62,165.65,GLD,6526589,166.41
financial_modeling_prep,GLD,2021-04-21T00:00:00Z,2021-04-21T21:00:00Z,168.13,0,0.95,0.56825,168.13,168.39,167.15,167.18,GLD,8432265,167.92
financial_modeling_prep,GLD,2021-04-22T00:00:00Z,2021-04-22T21:00:00Z,167.04,0,-0.07,-0.04188858,167.04,167.53,166.4901,167.11,GLD,7753234,167.04
financial_modeling_prep,GLD,2021-04-23T00:00:00Z,2021-04-23T21:00:00Z,166.4,0,-0.97,-0.57955,166.4,167.53,165.78,167.37,GLD,7137705,166.56
financial_modeling_prep,GLD,2021-04-26T00:00:00Z,2021-04-26T21:00:00Z,166.84,0,0.21,0.12603,166.84,166.865,166.05,166.63,GLD,4845027,166.58
financial_modeling_prep,GLD,2021-04-27T00:00:00Z,2021-04-27T21:00:00Z,166.42,0,-0.5,-0.29954,166.42,167.15,166.28,166.92,GLD,5394429,166.64
financial_modeling_prep,GLD,2021-04-28T00:00:00Z,2021-04-28T21:00:00Z,166.91,0,1.16,0.69985,166.91,166.96,165.49,165.75,GLD,6964131,166.3
financial_modeling_prep,GLD,2021-04-29T00:00:00Z,2021-04-29T21:00:00Z,166.22,0,0.64,0.38652,166.22,166.26,164.47,165.58,GLD,9142397,165.52
financial_modeling_prep,GLD,2021-04-30T00:00:00Z,2021-04-30T21:00:00Z,165.66,0,-0.2,-0.12058,165.66,166,165.24,165.86,GLD,6271849,165.66
financial_modeling_prep,GLD,2021-05-03T00:00:00Z,2021-05-03T21:00:00Z,167.81,0,0.2,0.11932,167.81,168.43,167.41,167.61,GLD,9055836,167.84
financial_modeling_prep,GLD,2021-05-04T00:00:00Z,2021-05-04T21:00:00Z,166.58,0,-1.11,-0.66194,166.58,168.55,165.5,167.69,GLD,10304728,167.04
financial_modeling_prep,GLD,2021-05-05T00:00:00Z,2021-05-05T21:00:00Z,167.27,0,0.64,0.38408,167.27,167.31,166.61,166.63,GLD,5979434,167.02
financial_modeling_prep,GLD,2021-05-06T00:00:00Z,2021-05-06T21:00:00Z,170.06,0,2.11,1.26,170.06,170.29,167.92,167.95,GLD,13628154,169.76
financial_modeling_prep,GLD,2021-05-07T00:00:00Z,2021-05-07T21:00:00Z,171.59,0,0.06,0.0349793,171.59,172.5501,171,171.53,GLD,14705357,171.64
financial_modeling_prep,GLD,2021-05-10T00:00:00Z,2021-05-10T21:00:00Z,172.11,0,-0.63,-0.36471,172.11,172.84,171.78,172.74,GLD,8380660,172.21
financial_modeling_prep,GLD,2021-05-11T00:00:00Z,2021-05-11T21:00:00Z,172.14,0,1.5818,0.92743,172.14,172.17,170.27,170.5582,GLD,8470360,171.43
